datetime,Net_Total,HVAC
04/05/22 0:00,2.004,1.2200522
04/05/22 1:00,1.84,1.4917581
04/05/22 2:00,2.11,1.8148929
04/05/22 3:00,2.199,2.0824401
04/05/22 4:00,2.632,1.985045
04/05/22 5:00,2.359,1.8721077
04/05/22 6:00,2.999,2.2043247
04/05/22 7:00,2.564,1.984062
04/05/22 8:00,6.042,2.0158677
04/05/22 9:00,2.673,1.290431
04/05/22 10:00,1.161,0.6861659
04/05/22 11:00,1.128,0.5321417
04/05/22 12:00,0.586,0.10051602
04/05/22 13:00,0.586,0.025506616
04/05/22 14:00,0.587,0.016377777
04/05/22 15:00,0.586,-0.03467543
04/05/22 16:00,0.586,-0.059828073
04/05/22 17:00,1.302,0.046416014
04/05/22 18:00,2.327,-0.005916059
04/05/22 19:00,3.327,0.075682014
04/05/22 20:00,0.879,-0.056117717
04/05/22 21:00,0.88,-0.033625655
04/05/22 22:00,0.586,0.03187217
04/05/22 23:00,0.586,0.08219371
