datetime,Net_Total,HVAC
09/08/22 0:00,1.1610999999999985,0.59114003
09/08/22 1:00,1.666100000000006,1.3714345
09/08/22 2:00,1.7225,1.3288395
09/08/22 3:00,1.8505999999999914,1.728699
09/08/22 4:00,2.3146000000000058,1.7411889
09/08/22 5:00,2.2186000000000057,1.6013559
09/08/22 6:00,2.194,1.7202163
09/08/22 7:00,2.489399999999994,1.6669943
09/08/22 8:00,5.401399999999994,1.5610111
09/08/22 9:00,2.4322000000000115,0.9708783
09/08/22 10:00,0.9651999999999971,0.40875828
09/08/22 11:00,0.7241999999999971,0.069135785
09/08/22 12:00,0.5863000000000029,0.05727151
09/08/22 13:00,0.5861999999999971,-0.023227394
09/08/22 14:00,0.5863000000000029,-0.0008687405
09/08/22 15:00,0.5863000000000029,0.06374268
09/08/22 16:00,0.5862999999999884,0.02321066
09/08/22 17:00,1.301300000000003,0.014138074
09/08/22 18:00,2.3275,0.05135648
09/08/22 19:00,3.338300000000003,0.020816699
09/08/22 20:00,0.879,0.023371339
09/08/22 21:00,0.88,0.027350008
09/08/22 22:00,0.586,-0.0059168935
09/08/22 23:00,0.586,-0.015640382
