datetime,Net_Total,HVAC
02/08/22 0:00,2.915,2.044486
02/08/22 1:00,2.802,2.6213665
02/08/22 2:00,2.803,2.224243
02/08/22 3:00,3.171,2.717651
02/08/22 4:00,2.772,2.595231
02/08/22 5:00,2.815,2.1120367
02/08/22 6:00,2.935,2.2478497
02/08/22 7:00,3.096,2.2805266
02/08/22 8:00,5.65,1.9882368
02/08/22 9:00,3.707,1.9103887
02/08/22 10:00,2.203,1.7741077
02/08/22 11:00,2.334,1.4897256
02/08/22 12:00,1.72,1.0065956
02/08/22 13:00,1.531,0.65430707
02/08/22 14:00,1.178,0.6472787
02/08/22 15:00,1.14,0.67972594
02/08/22 16:00,1.276,0.63298374
02/08/22 17:00,2.514,1.1720506
02/08/22 18:00,3.867,1.2917488
02/08/22 19:00,4.807,1.4955521
02/08/22 20:00,2.714,2.040688
02/08/22 21:00,2.633,1.2318059
02/08/22 22:00,2.3,2.1341734
02/08/22 23:00,2.581,2.1731606
