datetime,Net_Total,UnControlAble_load,HVAC,WaterHeter,Dishwasher
09/08/22 0:00,1.1610999999999985,0.5699599681854233,0.59114003,0.0,0.0
09/08/22 1:00,1.666100000000006,0.2946655498504698,1.3714345,0.0,0.0
09/08/22 2:00,1.7225,0.39366045951843254,1.3288395,0.0,0.0
09/08/22 3:00,1.8505999999999914,0.12190103111266226,1.728699,0.0,0.0
09/08/22 4:00,2.3146000000000058,0.5734111162185727,1.7411889,0.0,0.0
09/08/22 5:00,2.2186000000000057,0.6172440896987972,1.6013559,0.0,0.0
09/08/22 6:00,2.194,0.47378372573852534,1.7202163,0.0,0.0
09/08/22 7:00,2.489399999999994,0.8224056667327821,1.6669943,0.0,0.0
09/08/22 8:00,5.401399999999994,3.8403889240264837,1.5610111,0.0,0.0
09/08/22 9:00,2.4322000000000115,1.4613216969490166,0.9708783,0.0,0.0
09/08/22 10:00,0.9651999999999971,0.5564417173385591,0.40875828,0.0,0.0
09/08/22 11:00,0.7241999999999971,0.6550642148971528,0.069135785,0.0,0.0
09/08/22 12:00,0.5863000000000029,0.5290284896373778,0.05727151,0.0,0.0
09/08/22 13:00,0.5861999999999971,0.5861999999999971,0.0,0.0,0.0
09/08/22 14:00,0.5863000000000029,0.5863000000000029,0.0,0.0,0.0
09/08/22 15:00,0.5863000000000029,0.522557317662242,0.06374268,0.0,0.0
09/08/22 16:00,0.5862999999999884,0.5630893403768423,0.02321066,0.0,0.0
09/08/22 17:00,1.301300000000003,1.2871619263395697,0.014138074,0.0,0.0
09/08/22 18:00,2.3275,2.276143520474434,0.05135648,0.0,0.0
09/08/22 19:00,3.338300000000003,3.3174833013296157,0.020816699,0.0,0.0
09/08/22 20:00,0.879,0.8556286611557007,0.023371339,0.0,0.0
09/08/22 21:00,0.88,0.8526499915122986,0.027350008,0.0,0.0
09/08/22 22:00,0.586,0.586,0.0,0.0,0.0
09/08/22 23:00,0.586,0.586,0.0,0.0,0.0
