datetime,Net_Total,UnControlAble_load,ControlAble_load,HVAC,WaterHeter,Dishwasher
05/15/22 0:00,0.9445,0.9445,0.0,0.0,0.0,0.0
05/15/22 1:00,0.20280000000000292,0.12112561790943438,0.08167438209056854,0.08167438,0.0,0.0
05/15/22 2:00,0.20289999999999417,0.19451301180719746,0.008386988192796707,0.008386988,0.0,0.0
05/15/22 3:00,2.635600000000006,0.21576800880432723,2.4198319911956787,2.419832,0.0,0.0
05/15/22 4:00,2.664199999999997,0.6326946537017792,2.0315053462982178,2.0315053,0.0,0.0
05/15/22 5:00,2.666699999999997,0.2898477260589569,2.37685227394104,2.3768523,0.0,0.0
05/15/22 6:00,2.9315,0.5431049289703371,2.388395071029663,2.388395,0.0,0.0
05/15/22 7:00,5.801,3.552729488372803,2.2482705116271973,2.2482705,0.0,0.0
05/15/22 8:00,2.278,0.9876717357635498,1.2903282642364502,1.2903283,0.0,0.0
05/15/22 9:00,0.943,0.943,0.0,0.0,0.0,0.0
05/15/22 10:00,0.687,0.5725366557836533,0.11446334421634674,0.114463344,0.0,0.0
05/15/22 11:00,1.02,1.02,0.0,0.0,0.0,0.0
05/15/22 12:00,1.02,1.0150391263701022,0.004960873629897833,0.0049608736,0.0,0.0
05/15/22 13:00,1.019,0.9945180533975362,0.024481946602463722,0.024481947,0.0,0.0
05/15/22 14:00,1.02,1.0051757176220417,0.014824282377958298,0.014824282,0.0,0.0
05/15/22 15:00,1.019,1.0057591261863708,0.01324087381362915,0.013240874,0.0,0.0
05/15/22 16:00,1.02,1.02,0.0,0.0,0.0,0.0
05/15/22 17:00,1.019,0.9424517067670821,0.07654829323291779,0.07654829,0.0,0.0
05/15/22 18:00,2.044,0.6382727327346802,1.4057272672653198,1.4057273,0.0,0.0
05/15/22 19:00,5.517,3.971262256622315,1.5457377433776855,1.5457377,0.0,0.0
05/15/22 20:00,4.179,3.755553225517273,0.42344677448272705,0.42344677,0.0,0.0
05/15/22 21:00,0.609,0.5971789274513721,0.011821072548627853,0.011821073,0.0,0.0
05/15/22 22:00,0.406,0.406,0.0,0.0,0.0,0.0
05/15/22 23:00,1.455,1.455,0.0,0.0,0.0,0.0
