datetime,Net_Total,UnControlAble_load,ControlAble_load,HVAC,WaterHeter,Dishwasher
05/15/22 0:00,1.059800000000003,1.059800000000003,0.0,0.0,0.0,0.0
05/15/22 1:00,0.22,0.21819016456604004,0.001809835433959961,0.0018098354,0.0,0.0
05/15/22 2:00,0.21989999999999418,0.13630757024287596,0.08359242975711823,0.08359243,0.0,0.0
05/15/22 3:00,1.0416999999999972,0.22525852365493493,0.8164414763450623,0.8164415,0.0,0.0
05/15/22 4:00,1.1771999999999971,0.440525870037076,0.7366741299629211,0.73667413,0.0,0.0
05/15/22 5:00,1.1787000000000116,0.43348732585908145,0.7452126741409302,0.7452127,0.0,0.0
05/15/22 6:00,1.3862999999999883,0.4119161093711736,0.9743838906288147,0.9743839,0.0,0.0
05/15/22 7:00,4.0747000000000115,3.1779333374023553,0.8967666625976562,0.89676666,0.0,0.0
05/15/22 8:00,1.8232999999999884,1.5629115660667303,0.26038843393325806,0.26038843,0.0,0.0
05/15/22 9:00,1.3085,1.3085,0.0,0.0,0.0,0.0
05/15/22 10:00,0.9224000000000088,0.8673472725391476,0.055052727460861206,0.055052727,0.0,0.0
05/15/22 11:00,0.6810999999999913,0.6810999999999913,0.0,0.0,0.0,0.0
05/15/22 12:00,1.0136000000000058,1.0136000000000058,0.0,0.0,0.0,0.0
05/15/22 13:00,1.0886000000000058,1.0886000000000058,0.0,0.0,0.0,0.0
05/15/22 14:00,1.0886999999999971,1.0886999999999971,0.0,0.0,0.0,0.0
05/15/22 15:00,1.0885999999999914,1.0885999999999914,0.0,0.0,0.0,0.0
05/15/22 16:00,1.0886000000000058,1.083586195117241,0.005013804882764816,0.005013805,0.0,0.0
05/15/22 17:00,1.0886000000000058,1.08051869795323,0.008081302046775818,0.008081302,0.0,0.0
05/15/22 18:00,0.6745,0.5635652284026146,0.1109347715973854,0.11093477,0.0,0.0
05/15/22 19:00,4.431199999999997,4.013642581653592,0.41755741834640503,0.41755742,0.0,0.0
05/15/22 20:00,4.5710999999999915,4.1245465014934455,0.446553498506546,0.4465535,0.0,0.0
05/15/22 21:00,0.6598000000000029,0.6598000000000029,0.0,0.0,0.0,0.0
05/15/22 22:00,0.4398000000000029,0.4398000000000029,0.0,0.0,0.0,0.0
05/15/22 23:00,1.4895,1.4895,0.0,0.0,0.0,0.0
