datetime,HVAC
08/24/22 0:00,0.0013684593
08/24/22 1:00,-0.0008770898
08/24/22 2:00,0.00272239
08/24/22 3:00,-0.009515606
08/24/22 4:00,-0.0052350014
08/24/22 5:00,-0.003873393
08/24/22 6:00,-0.016959488
08/24/22 7:00,-0.01633408
08/24/22 8:00,-0.011274196
08/24/22 9:00,-0.0029158574
08/24/22 10:00,-0.0072864713
08/24/22 11:00,-0.0070297793
08/24/22 12:00,0.00041114725
08/24/22 13:00,0.54390967
08/24/22 14:00,0.5375904
08/24/22 15:00,0.5757743
08/24/22 16:00,0.53069735
08/24/22 17:00,0.55762357
08/24/22 18:00,0.56010216
08/24/22 19:00,0.5381853
08/24/22 20:00,0.3683016
08/24/22 21:00,-0.004744819
08/24/22 22:00,0.07680506
08/24/22 23:00,-0.004553009
