datetime,HVAC
08/24/22 0:00,0.0028282776
08/24/22 1:00,-0.017557375
08/24/22 2:00,-0.015273802
08/24/22 3:00,0.34122056
08/24/22 4:00,0.3199272
08/24/22 5:00,0.41368452
08/24/22 6:00,0.36577043
08/24/22 7:00,0.34880102
08/24/22 8:00,0.09241711
08/24/22 9:00,-0.011142233
08/24/22 10:00,-0.0025447453
08/24/22 11:00,-0.010142591
08/24/22 12:00,0.0044631427
08/24/22 13:00,0.0070443656
08/24/22 14:00,0.0043146163
08/24/22 15:00,0.71140623
08/24/22 16:00,0.5912798
08/24/22 17:00,0.53306943
08/24/22 18:00,0.43804413
08/24/22 19:00,0.2781123
08/24/22 20:00,0.24358481
08/24/22 21:00,0.009412558
08/24/22 22:00,-0.009944618
08/24/22 23:00,-0.001490213
