datetime,Net_Total,HVAC
09/08/22 0:00,0.5245,-0.010428685
09/08/22 1:00,0.5995,0.32916117
09/08/22 2:00,0.8875,0.62122166
09/08/22 3:00,1.0185999999999986,0.75224847
09/08/22 4:00,1.3425999999999985,0.80923563
09/08/22 5:00,1.24,0.71390224
09/08/22 6:00,4.703300000000003,0.7695825
09/08/22 7:00,4.732700000000005,0.700083
09/08/22 8:00,1.365199999999997,0.55652696
09/08/22 9:00,1.2630999999999912,0.46459362
09/08/22 10:00,1.1371000000000058,0.10458299
09/08/22 11:00,0.5243999999999942,-0.0006802698
09/08/22 12:00,0.5245,0.0034326476
09/08/22 13:00,1.0282000000000115,0.00034848685
09/08/22 14:00,0.5245,-0.009474763
09/08/22 15:00,0.5243999999999942,-0.008090427
09/08/22 16:00,1.027,-0.0047241347
09/08/22 17:00,0.5243999999999942,0.019935694
09/08/22 18:00,2.3395,-0.027198797
09/08/22 19:00,0.9003000000000029,0.12604664
09/08/22 20:00,0.9011000000000058,0.13105729
09/08/22 21:00,0.7866999999999971,-0.001854533
09/08/22 22:00,0.5245,0.008233906
09/08/22 23:00,0.5243999999999942,0.0069472264
