datetime,HVAC
08/24/22 0:00,0.005506292
08/24/22 1:00,-0.018159553
08/24/22 2:00,-0.022301996
08/24/22 3:00,-0.05162021
08/24/22 4:00,0.27850652
08/24/22 5:00,0.32773614
08/24/22 6:00,0.5016808
08/24/22 7:00,0.28660038
08/24/22 8:00,0.105852745
08/24/22 9:00,0.00033964217
08/24/22 10:00,-0.0024226382
08/24/22 11:00,-0.00033208024
08/24/22 12:00,0.0017014612
08/24/22 13:00,-0.0006359541
08/24/22 14:00,0.0055751763
08/24/22 15:00,0.070464276
08/24/22 16:00,0.4319262
08/24/22 17:00,0.54930377
08/24/22 18:00,0.5076875
08/24/22 19:00,0.48747194
08/24/22 20:00,0.33662853
08/24/22 21:00,0.27457657
08/24/22 22:00,0.0037981914
08/24/22 23:00,-0.017969422
