datetime,HVAC
05/18/22 0:00,0.58961344
05/18/22 1:00,0.62087995
05/18/22 2:00,0.70846266
05/18/22 3:00,0.8916601
05/18/22 4:00,0.68968385
05/18/22 5:00,0.88184404
05/18/22 6:00,1.0233036
05/18/22 7:00,1.0021243
05/18/22 8:00,0.5333809
05/18/22 9:00,0.45092356
05/18/22 10:00,0.24817114
05/18/22 11:00,-0.0043244185
05/18/22 12:00,-0.013292463
05/18/22 13:00,0.003633764
05/18/22 14:00,-0.012490406
05/18/22 15:00,-0.011453933
05/18/22 16:00,-0.002654276
05/18/22 17:00,-0.005493354
05/18/22 18:00,0.0065705315
05/18/22 19:00,-0.012190528
05/18/22 20:00,0.00092570856
05/18/22 21:00,0.023032244
05/18/22 22:00,0.47292116
05/18/22 23:00,0.40279967
