datetime,HVAC
08/24/22 0:00,0.00017778575
08/24/22 1:00,-0.004030019
08/24/22 2:00,-0.019739114
08/24/22 3:00,-0.010112461
08/24/22 4:00,-0.0052145272
08/24/22 5:00,-0.017895125
08/24/22 6:00,0.010737911
08/24/22 7:00,-0.002751097
08/24/22 8:00,-0.0126302615
08/24/22 9:00,0.0066184253
08/24/22 10:00,-0.005701091
08/24/22 11:00,0.00068740785
08/24/22 12:00,0.0014013648
08/24/22 13:00,0.0037751403
08/24/22 14:00,0.17645213
08/24/22 15:00,0.4168437
08/24/22 16:00,0.39300913
08/24/22 17:00,0.45165303
08/24/22 18:00,0.41714162
08/24/22 19:00,0.34717688
08/24/22 20:00,0.23267338
08/24/22 21:00,0.010108255
08/24/22 22:00,0.0034489157
08/24/22 23:00,-0.0016843975
