datetime,HVAC
04/05/22 0:00,0.6340743
04/05/22 1:00,0.7618644
04/05/22 2:00,0.91995394
04/05/22 3:00,0.9152889
04/05/22 4:00,1.0866358
04/05/22 5:00,1.0196755
04/05/22 6:00,1.1282415
04/05/22 7:00,0.9584417
04/05/22 8:00,1.0256442
04/05/22 9:00,0.7538645
04/05/22 10:00,0.31190366
04/05/22 11:00,0.24017999
04/05/22 12:00,0.022140667
04/05/22 13:00,6.149709e-05
04/05/22 14:00,-0.019264057
04/05/22 15:00,0.013102278
04/05/22 16:00,0.009505792
04/05/22 17:00,0.0071026944
04/05/22 18:00,0.024638496
04/05/22 19:00,0.0099347085
04/05/22 20:00,-0.0005550757
04/05/22 21:00,-0.0041959137
04/05/22 22:00,0.016912505
04/05/22 23:00,-0.0013923645
