datetime,Net_Total,UnControlAble_load,HVAC,WaterHeter,Dishwasher
09/08/22 0:00,0.808800000000003,0.3991299450874358,0.40967005,0.0,0.0
09/08/22 1:00,0.833,0.20159619617462154,0.6314038,0.0,0.0
09/08/22 2:00,1.3384000000000014,0.4777448114395155,0.8606552,0.0,0.0
09/08/22 3:00,0.9135999999999985,0.22810200080871434,0.685498,0.0,0.0
09/08/22 4:00,1.3035,0.3901076946258546,0.9133923,0.0,0.0
09/08/22 5:00,1.3325999999999985,0.4003176713943466,0.9322823,0.0,0.0
09/08/22 6:00,4.3095,3.4612900228500365,0.84821,0.0,0.0
09/08/22 7:00,3.580800000000003,2.8143902452468903,0.76640975,0.0,0.0
09/08/22 8:00,1.3379000000000014,0.5826398900985732,0.7552601,0.0,0.0
09/08/22 9:00,1.4918999999999942,0.9440881341934146,0.54781187,0.0,0.0
09/08/22 10:00,0.6551000000000058,0.42178640971184356,0.23331359,0.0,0.0
09/08/22 11:00,0.5218000000000029,0.4171419551253348,0.104658045,0.0,0.0
09/08/22 12:00,0.7306999999999971,0.7306999999999971,0.0,0.0,0.0
09/08/22 13:00,0.40709999999999125,0.40709999999999125,0.0,0.0,0.0
09/08/22 14:00,0.7308000000000029,0.727078938371691,0.0037210616,0.0,0.0
09/08/22 15:00,0.407,0.407,0.0,0.0,0.0
09/08/22 16:00,0.7308000000000029,0.7308000000000029,0.0,0.0,0.0
09/08/22 17:00,0.407,0.407,0.0,0.0,0.0
09/08/22 18:00,1.857,1.857,0.0,0.0,0.0
09/08/22 19:00,0.6106000000000058,0.5852309965848981,0.025369003,0.0,0.0
09/08/22 20:00,0.6105,0.6105,0.0,0.0,0.0
09/08/22 21:00,0.6105999999999913,0.6059965526074084,0.0046034474,0.0,0.0
09/08/22 22:00,0.407,0.407,0.0,0.0,0.0
09/08/22 23:00,0.407,0.3814172170758247,0.025582783,0.0,0.0
