datetime,HVAC
08/24/22 0:00,-0.010173747
08/24/22 1:00,0.012213349
08/24/22 2:00,-0.042746555
08/24/22 3:00,-0.012886606
08/24/22 4:00,0.07079116
08/24/22 5:00,0.061653264
08/24/22 6:00,-0.025695808
08/24/22 7:00,0.20804657
08/24/22 8:00,0.016942218
08/24/22 9:00,0.06292273
08/24/22 10:00,-0.0332357
08/24/22 11:00,0.0024762712
08/24/22 12:00,0.006648682
08/24/22 13:00,-0.021915967
08/24/22 14:00,-0.060643643
08/24/22 15:00,0.3582795
08/24/22 16:00,0.9094058
08/24/22 17:00,0.7226278
08/24/22 18:00,1.0137402
08/24/22 19:00,0.79540515
08/24/22 20:00,0.22354366
08/24/22 21:00,0.03475166
08/24/22 22:00,-0.01072507
08/24/22 23:00,-0.0087081045
