datetime,Net_Total,HVAC
09/08/22 0:00,1.702,1.302282
09/08/22 1:00,1.777199999999997,1.6824319
09/08/22 2:00,1.8441999999999972,1.4935048
09/08/22 3:00,2.1425,2.0589414
09/08/22 4:00,2.552300000000003,2.32258
09/08/22 5:00,2.5735,2.2238712
09/08/22 6:00,2.5651999999999973,2.2849536
09/08/22 7:00,2.623900000000009,2.120492
09/08/22 8:00,5.390699999999997,1.9574776
09/08/22 9:00,3.078,1.2546532
09/08/22 10:00,1.148399999999994,0.8317128
09/08/22 11:00,0.5778000000000029,0.24717683
09/08/22 12:00,0.28819999999999707,0.033307135
09/08/22 13:00,0.28819999999999707,-0.03617721
09/08/22 14:00,0.28820000000001167,-0.010558527
09/08/22 15:00,0.28819999999999707,0.032419488
09/08/22 16:00,0.28819999999999707,-0.008087718
09/08/22 17:00,1.730699999999997,0.050481476
09/08/22 18:00,1.777,-0.0004969463
09/08/22 19:00,3.4148000000000027,0.06083952
09/08/22 20:00,0.4323000000000029,0.06366117
09/08/22 21:00,0.4323000000000029,0.013565881
09/08/22 22:00,0.28819999999999707,-0.02998636
09/08/22 23:00,0.28819999999999707,0.06409477
