datetime,HVAC
04/05/22 0:00,1.7755629
04/05/22 1:00,2.1639104
04/05/22 2:00,2.3131182
04/05/22 3:00,2.3212373
04/05/22 4:00,2.7374299
04/05/22 5:00,2.4473495
04/05/22 6:00,2.7227452
04/05/22 7:00,2.6691947
04/05/22 8:00,2.5587354
04/05/22 9:00,1.8205407
04/05/22 10:00,0.9302905
04/05/22 11:00,0.7698046
04/05/22 12:00,-0.009617599
04/05/22 13:00,-0.053966727
04/05/22 14:00,0.047999207
04/05/22 15:00,0.11204624
04/05/22 16:00,-0.036010444
04/05/22 17:00,-0.008905783
04/05/22 18:00,0.00016889838
04/05/22 19:00,0.07709762
04/05/22 20:00,0.0022746497
04/05/22 21:00,-0.0048148553
04/05/22 22:00,-0.0057593724
04/05/22 23:00,-0.027616879
