datetime,HVAC
05/18/22 0:00,1.4969883
05/18/22 1:00,1.505152
05/18/22 2:00,1.7954245
05/18/22 3:00,2.2138076
05/18/22 4:00,1.8525499
05/18/22 5:00,2.1433558
05/18/22 6:00,2.5781958
05/18/22 7:00,2.1600747
05/18/22 8:00,1.7260133
05/18/22 9:00,1.0078545
05/18/22 10:00,0.6211532
05/18/22 11:00,0.32948667
05/18/22 12:00,0.23855513
05/18/22 13:00,0.014781542
05/18/22 14:00,0.0071702935
05/18/22 15:00,0.007771287
05/18/22 16:00,-0.045674723
05/18/22 17:00,0.035812397
05/18/22 18:00,0.025649076
05/18/22 19:00,0.09584371
05/18/22 20:00,0.38622838
05/18/22 21:00,0.47045803
05/18/22 22:00,1.1370101
05/18/22 23:00,1.3747833
