datetime,HVAC
08/24/22 0:00,0.008460939
08/24/22 1:00,-0.032658048
08/24/22 2:00,-0.14725612
08/24/22 3:00,0.28534693
08/24/22 4:00,0.7741245
08/24/22 5:00,0.7919836
08/24/22 6:00,0.801584
08/24/22 7:00,0.5916027
08/24/22 8:00,0.13046445
08/24/22 9:00,-0.0985464
08/24/22 10:00,0.020900376
08/24/22 11:00,-0.009538703
08/24/22 12:00,-0.0030738898
08/24/22 13:00,0.03130035
08/24/22 14:00,0.15909418
08/24/22 15:00,0.40040535
08/24/22 16:00,0.6943778
08/24/22 17:00,0.80874175
08/24/22 18:00,0.7063309
08/24/22 19:00,0.5189113
08/24/22 20:00,0.6057639
08/24/22 21:00,0.33096707
08/24/22 22:00,0.011808544
08/24/22 23:00,-0.002676718
