datetime,Net_Total,HVAC
09/08/22 0:00,1.0647999999999884,0.6462498
09/08/22 1:00,1.8859000000000088,1.0197107
09/08/22 2:00,1.971,1.8810278
09/08/22 3:00,2.054800000000003,1.6066465
09/08/22 4:00,2.2862999999999882,1.3180835
09/08/22 5:00,2.795,2.2328038
09/08/22 6:00,2.327,1.584088
09/08/22 7:00,4.397400000000009,1.8476264
09/08/22 8:00,3.159800000000003,1.4329162
09/08/22 9:00,2.1807999999999885,1.1518887
09/08/22 10:00,1.6066000000000058,0.27341813
09/08/22 11:00,1.341,0.18651201
09/08/22 12:00,0.701,0.1425671
09/08/22 13:00,1.207,0.02902253
09/08/22 14:00,1.206,0.0422939
09/08/22 15:00,0.579,0.056238085
09/08/22 16:00,1.207,-0.055558205
09/08/22 17:00,1.207,-0.07232523
09/08/22 18:00,0.579,-0.07782244
09/08/22 19:00,4.169,-0.009995878
09/08/22 20:00,2.311,0.008424995
09/08/22 21:00,0.869,0.11156103
09/08/22 22:00,0.58,0.044334397
09/08/22 23:00,1.629,0.038196832
