datetime,HVAC
07/04/22 0:00,0.0034048557
07/04/22 1:00,-0.00441109
07/04/22 2:00,1.0289656
07/04/22 3:00,1.6044732
07/04/22 4:00,0.9633279
07/04/22 5:00,1.6033995
07/04/22 6:00,1.6219872
07/04/22 7:00,0.89586926
07/04/22 8:00,0.5200295
07/04/22 9:00,-0.0077400133
07/04/22 10:00,0.002541813
07/04/22 11:00,0.0005700663
07/04/22 12:00,0.040277183
07/04/22 13:00,-0.04401332
07/04/22 14:00,0.024190664
07/04/22 15:00,-0.016746044
07/04/22 16:00,0.048727103
07/04/22 17:00,0.0509281
07/04/22 18:00,0.033348426
07/04/22 19:00,-0.0026313365
07/04/22 20:00,-0.02823414
07/04/22 21:00,0.009506233
07/04/22 22:00,-0.059832454
07/04/22 23:00,0.0057884455
