datetime,Net_Total,UnControlAble_load,ControlAble_load,HVAC,WaterHeter,Dishwasher
05/15/22 0:00,0.223,0.19900102424621582,0.02399897575378418,0.023998976,0.0,0.0
05/15/22 1:00,0.1115,0.05861123034358025,0.052888769656419754,0.05288877,0.0,0.0
05/15/22 2:00,0.2768999999999942,0.15173887374400513,0.12516112625598907,0.12516113,0.0,0.0
05/15/22 3:00,1.2756000000000058,0.18456368026733982,1.091036319732666,1.0910363,0.0,0.0
05/15/22 4:00,1.4250999999999985,0.6822846246719345,0.742815375328064,0.7428154,0.0,0.0
05/15/22 5:00,1.0781999999999972,0.15427722282409384,0.9239227771759033,0.9239228,0.0,0.0
05/15/22 6:00,4.439599999999999,3.6185861917495714,0.8210138082504272,0.8210138,0.0,0.0
05/15/22 7:00,4.156100000000006,3.1158080945968685,1.0402919054031372,1.0402919,0.0,0.0
05/15/22 8:00,0.6886999999999971,0.34509084577560134,0.34360915422439575,0.34360915,0.0,0.0
05/15/22 9:00,0.7319000000000014,0.46921315135955954,0.2626868486404419,0.26268685,0.0,0.0
05/15/22 10:00,0.34669999999999707,0.2938158832311601,0.052884116768836975,0.052884117,0.0,0.0
05/15/22 11:00,0.223,0.20115275937318802,0.02184724062681198,0.02184724,0.0,0.0
05/15/22 12:00,0.5868000000000029,0.5692827723205118,0.017517227679491043,0.017517228,0.0,0.0
05/15/22 13:00,0.223,0.2048156734108925,0.018184326589107513,0.018184327,0.0,0.0
05/15/22 14:00,0.5855,0.5855,0.0,0.0,0.0,0.0
05/15/22 15:00,0.223,0.22027952480316162,0.002720475196838379,0.0027204752,0.0,0.0
05/15/22 16:00,0.5867999999999957,0.5867999999999957,0.0,0.0,0.0,0.0
05/15/22 17:00,0.223,0.10228958237171173,0.12071041762828827,0.12071042,0.0,0.0
05/15/22 18:00,2.441,1.8681804690361021,0.5728195309638977,0.57281953,0.0,0.0
05/15/22 19:00,1.4332000000000045,0.43838512725830525,0.9948148727416992,0.9948149,0.0,0.0
05/15/22 20:00,0.8569999999999928,0.2952138848304676,0.5617861151695251,0.5617861,0.0,0.0
05/15/22 21:00,0.3345,0.2547122837305069,0.0797877162694931,0.079787716,0.0,0.0
05/15/22 22:00,0.223,0.07783884811401368,0.14516115188598633,0.14516115,0.0,0.0
05/15/22 23:00,0.223,0.15340815740823746,0.06959184259176254,0.06959184,0.0,0.0
