datetime,HVAC
04/05/22 0:00,1.350959
04/05/22 1:00,1.5947618
04/05/22 2:00,2.2575831
04/05/22 3:00,2.2306952
04/05/22 4:00,2.4224176
04/05/22 5:00,2.042498
04/05/22 6:00,2.330777
04/05/22 7:00,1.9607258
04/05/22 8:00,1.5807434
04/05/22 9:00,1.105152
04/05/22 10:00,0.25453657
04/05/22 11:00,-0.03967684
04/05/22 12:00,-0.016998693
04/05/22 13:00,0.04887577
04/05/22 14:00,0.0071147084
04/05/22 15:00,-0.07625443
04/05/22 16:00,0.04960885
04/05/22 17:00,0.64130455
04/05/22 18:00,0.6571305
04/05/22 19:00,0.7480413
04/05/22 20:00,0.049894243
04/05/22 21:00,-0.120778054
04/05/22 22:00,0.044323087
04/05/22 23:00,0.07877478
