datetime,HVAC
08/24/22 0:00,-0.07016199
08/24/22 1:00,-0.016869139
08/24/22 2:00,0.028749079
08/24/22 3:00,-0.10495077
08/24/22 4:00,-0.11181508
08/24/22 5:00,-0.0908913
08/24/22 6:00,-0.007916942
08/24/22 7:00,-0.08284237
08/24/22 8:00,-0.021993533
08/24/22 9:00,-0.024233546
08/24/22 10:00,-0.02887826
08/24/22 11:00,0.9397917
08/24/22 12:00,1.4786179
08/24/22 13:00,1.825814
08/24/22 14:00,1.890432
08/24/22 15:00,1.4372125
08/24/22 16:00,1.8950254
08/24/22 17:00,1.9282742
08/24/22 18:00,1.613113
08/24/22 19:00,1.6386416
08/24/22 20:00,1.5291536
08/24/22 21:00,0.55678093
08/24/22 22:00,0.14764938
08/24/22 23:00,-0.10930473
