datetime,HVAC
05/18/22 0:00,-0.06490213
05/18/22 1:00,0.908959
05/18/22 2:00,1.0807176
05/18/22 3:00,1.8628489
05/18/22 4:00,1.509136
05/18/22 5:00,1.3301996
05/18/22 6:00,2.1925542
05/18/22 7:00,1.8375231
05/18/22 8:00,0.669419
05/18/22 9:00,0.33091587
05/18/22 10:00,0.027690988
05/18/22 11:00,0.001840733
05/18/22 12:00,-0.022968778
05/18/22 13:00,-0.026503298
05/18/22 14:00,0.06431577
05/18/22 15:00,0.094770536
05/18/22 16:00,0.07892871
05/18/22 17:00,0.05017166
05/18/22 18:00,0.058370322
05/18/22 19:00,0.1352579
05/18/22 20:00,0.07585316
05/18/22 21:00,-0.008990418
05/18/22 22:00,0.005642608
05/18/22 23:00,-0.021858422
