datetime,HVAC
07/04/22 0:00,0.048854433
07/04/22 1:00,-0.0019768253
07/04/22 2:00,0.021958143
07/04/22 3:00,0.5981238
07/04/22 4:00,0.9737384
07/04/22 5:00,1.4540105
07/04/22 6:00,1.4687291
07/04/22 7:00,0.27733392
07/04/22 8:00,-0.02660735
07/04/22 9:00,0.001049146
07/04/22 10:00,0.0033134818
07/04/22 11:00,-0.026901156
07/04/22 12:00,0.01881671
07/04/22 13:00,0.006597936
07/04/22 14:00,0.058900774
07/04/22 15:00,0.08215511
07/04/22 16:00,0.31745505
07/04/22 17:00,1.011315
07/04/22 18:00,0.63078856
07/04/22 19:00,1.0544561
07/04/22 20:00,0.6962989
07/04/22 21:00,0.18417239
07/04/22 22:00,0.016930938
07/04/22 23:00,-0.006388366
