datetime,HVAC
05/18/22 0:00,1.061592
05/18/22 1:00,0.92049265
05/18/22 2:00,1.0506694
05/18/22 3:00,1.257098
05/18/22 4:00,1.0384787
05/18/22 5:00,1.1024556
05/18/22 6:00,1.4810123
05/18/22 7:00,1.7083411
05/18/22 8:00,0.8022568
05/18/22 9:00,0.5348662
05/18/22 10:00,0.3098874
05/18/22 11:00,0.20658736
05/18/22 12:00,0.1346992
05/18/22 13:00,0.0013281517
05/18/22 14:00,-0.01073277
05/18/22 15:00,0.0098087825
05/18/22 16:00,-0.013047975
05/18/22 17:00,-0.10331631
05/18/22 18:00,-0.14137669
05/18/22 19:00,-0.10174037
05/18/22 20:00,-0.10245064
05/18/22 21:00,0.32786822
05/18/22 22:00,0.5221633
05/18/22 23:00,0.6674125
