datetime,Net_Total,HVAC
09/08/22 0:00,1.022,0.6204965
09/08/22 1:00,1.204899999999994,0.904252
09/08/22 2:00,1.0754000000000015,0.923882
09/08/22 3:00,1.5585,1.0333093
09/08/22 4:00,1.5689000000000015,1.3584737
09/08/22 5:00,1.582,1.228626
09/08/22 6:00,4.831099999999998,1.4976608
09/08/22 7:00,4.441200000000005,1.3199391
09/08/22 8:00,1.3918999999999941,0.891045
09/08/22 9:00,1.4411000000000058,0.93901414
09/08/22 10:00,0.7146999999999971,0.40951222
09/08/22 11:00,0.3856999999999971,0.113942705
09/08/22 12:00,0.5868000000000029,0.06610491
09/08/22 13:00,0.223,-0.05113864
09/08/22 14:00,0.5868000000000029,-0.012569521
09/08/22 15:00,0.223,0.07471954
09/08/22 16:00,0.5868000000000029,-0.009478923
09/08/22 17:00,0.223,-0.012065986
09/08/22 18:00,1.914199999999997,0.04088244
09/08/22 19:00,0.3345,0.024264561
09/08/22 20:00,0.3345999999999913,-0.0377137
09/08/22 21:00,0.3345,0.03234816
09/08/22 22:00,0.223,0.041918725
09/08/22 23:00,0.223,-0.17536716
