datetime,Net_Total,UnControlAble_load,ControlAble_load,HVAC,WaterHeter,Dishwasher
05/15/22 0:00,0.44459999999999855,0.44459999999999855,0.0,0.0,0.0,0.0
05/15/22 1:00,0.2223000000000029,0.2223000000000029,0.0,0.0,0.0,0.0
05/15/22 2:00,0.2223000000000029,0.2223000000000029,0.0,0.0,0.0,0.0
05/15/22 3:00,0.5615,0.2233991494178772,0.3381008505821228,0.33810085,0.0,0.0
05/15/22 4:00,0.7593999999999942,0.44116302313804046,0.31823697686195374,0.31823698,0.0,0.0
05/15/22 5:00,1.0881000000000058,0.760483129596716,0.3276168704032898,0.32761687,0.0,0.0
05/15/22 6:00,0.873699999999997,0.4827646386146516,0.39093536138534546,0.39093536,0.0,0.0
05/15/22 7:00,0.9285,0.6602234873771667,0.26827651262283325,0.2682765,0.0,0.0
05/15/22 8:00,3.9494000000000016,3.9151108709216134,0.034289129078388214,0.03428913,0.0,0.0
05/15/22 9:00,2.7932000000000046,2.7932000000000046,0.0,0.0,0.0,0.0
05/15/22 10:00,0.4445999999999913,0.44330068579911314,0.0012993142008781433,0.0012993142,0.0,0.0
05/15/22 11:00,0.4446000000000058,0.4422190575398563,0.0023809424601495266,0.0023809425,0.0,0.0
05/15/22 12:00,0.4445999999999913,0.4445999999999913,0.0,0.0,0.0,0.0
05/15/22 13:00,0.7772000000000117,0.7732336326621589,0.0039663673378527164,0.0039663673,0.0,0.0
05/15/22 14:00,0.5173999999999942,0.4785262269318046,0.03887377306818962,0.038873773,0.0,0.0
05/15/22 15:00,0.7551000000000058,0.4328582168579159,0.32224178314208984,0.32224178,0.0,0.0
05/15/22 16:00,0.762,0.4224348123073578,0.3395651876926422,0.3395652,0.0,0.0
05/15/22 17:00,2.02,1.7400106382369995,0.2799893617630005,0.27998936,0.0,0.0
05/15/22 18:00,2.978,2.6055288164615633,0.3724711835384369,0.37247118,0.0,0.0
05/15/22 19:00,4.880099999999992,4.479586380815498,0.400513619184494,0.40051362,0.0,0.0
05/15/22 20:00,0.9775,0.7145067536830902,0.2629932463169098,0.26299325,0.0,0.0
05/15/22 21:00,0.81,0.6467907255887986,0.16320927441120148,0.16320927,0.0,0.0
05/15/22 22:00,0.4446000000000058,0.4435993916824518,0.001000608317553997,0.0010006083,0.0,0.0
05/15/22 23:00,0.4446999999999971,0.4446398885302042,6.011146979290061e-05,6.011147e-05,0.0,0.0
