datetime,Net_Total,UnControlAble_load,HVAC,WaterHeter,Dishwasher
09/08/22 0:00,1.1029000000000015,0.3182214812278763,0.7846785,0.0,0.0
09/08/22 1:00,1.0913000000000028,0.22781615381241127,0.86348385,0.0,0.0
09/08/22 2:00,1.1325,0.1561326456069947,0.97636735,0.0,0.0
09/08/22 3:00,1.2325,0.24462263107299798,0.98787737,0.0,0.0
09/08/22 4:00,1.5634000000000015,0.3953517374038711,1.1680483,0.0,0.0
09/08/22 5:00,1.623,0.19173750686645508,1.4312625,0.0,0.0
09/08/22 6:00,1.480199999999997,0.4072827770233125,1.0729172,0.0,0.0
09/08/22 7:00,1.587699999999997,0.5018643047332734,1.0858357,0.0,0.0
09/08/22 8:00,4.581600000000006,3.591944922542578,0.9896551,0.0,0.0
09/08/22 9:00,2.852800000000003,1.8907801392555266,0.96201986,0.0,0.0
09/08/22 10:00,0.6521999999999971,0.3958020076274843,0.256398,0.0,0.0
09/08/22 11:00,0.4620999999999913,0.432024442470065,0.030075558,0.0,0.0
09/08/22 12:00,0.3011000000000058,0.2860421037361084,0.015057896,0.0,0.0
09/08/22 13:00,0.3011000000000058,0.3011000000000058,0.0,0.0,0.0
09/08/22 14:00,0.30109999999999126,0.30109999999999126,0.0,0.0,0.0
09/08/22 15:00,0.3011000000000058,0.2702426828503667,0.030857317,0.0,0.0
09/08/22 16:00,0.8923000000000029,0.8884012583225994,0.0038987417,0.0,0.0
09/08/22 17:00,1.0310999999999912,1.0310999999999912,0.0,0.0,0.0
09/08/22 18:00,2.237300000000003,2.230370469237867,0.0069295308,0.0,0.0
09/08/22 19:00,3.420399999999994,3.420399999999994,0.0,0.0,0.0
09/08/22 20:00,0.45170000000001165,0.45170000000001165,0.0,0.0,0.0
09/08/22 21:00,0.4515999999999913,0.4515999999999913,0.0,0.0,0.0
09/08/22 22:00,0.3011000000000058,0.29779241905212983,0.003307581,0.0,0.0
09/08/22 23:00,0.30109999999999126,0.30109999999999126,0.0,0.0,0.0
