datetime,HVAC
04/05/22 0:00,1.0329187
04/05/22 1:00,1.1131948
04/05/22 2:00,1.2974906
04/05/22 3:00,1.4344229
04/05/22 4:00,1.4854362
04/05/22 5:00,1.5585055
04/05/22 6:00,1.6043204
04/05/22 7:00,1.2893869
04/05/22 8:00,1.457937
04/05/22 9:00,0.89548165
04/05/22 10:00,0.5981719
04/05/22 11:00,0.45052406
04/05/22 12:00,-0.050457057
04/05/22 13:00,0.018897817
04/05/22 14:00,0.05969569
04/05/22 15:00,-0.01253738
04/05/22 16:00,0.03445356
04/05/22 17:00,-0.06813872
04/05/22 18:00,-0.04267123
04/05/22 19:00,0.0977712
04/05/22 20:00,-0.06825373
04/05/22 21:00,0.13299796
04/05/22 22:00,0.09117233
04/05/22 23:00,0.094059125
