datetime,HVAC
08/24/22 0:00,-0.003210906
08/24/22 1:00,-0.0117430985
08/24/22 2:00,-0.039329924
08/24/22 3:00,0.014733419
08/24/22 4:00,-0.001795236
08/24/22 5:00,0.03646116
08/24/22 6:00,0.054579422
08/24/22 7:00,0.2718961
08/24/22 8:00,0.020324051
08/24/22 9:00,-0.008667022
08/24/22 10:00,-0.002362579
08/24/22 11:00,-0.015324639
08/24/22 12:00,0.0067819767
08/24/22 13:00,-0.0012421682
08/24/22 14:00,-0.0007980764
08/24/22 15:00,0.31670952
08/24/22 16:00,0.6032261
08/24/22 17:00,0.5154742
08/24/22 18:00,0.5333889
08/24/22 19:00,0.42184734
08/24/22 20:00,0.22240514
08/24/22 21:00,0.014017016
08/24/22 22:00,-0.010915324
08/24/22 23:00,-0.015781071
