datetime,HVAC
05/18/22 0:00,0.810397
05/18/22 1:00,0.9258872
05/18/22 2:00,0.9628861
05/18/22 3:00,1.1756656
05/18/22 4:00,0.9988674
05/18/22 5:00,1.2696548
05/18/22 6:00,1.3051302
05/18/22 7:00,1.5066067
05/18/22 8:00,0.7735199
05/18/22 9:00,0.6563964
05/18/22 10:00,0.24517888
05/18/22 11:00,0.118649095
05/18/22 12:00,0.0031030774
05/18/22 13:00,0.016278697
05/18/22 14:00,-0.007663423
05/18/22 15:00,0.004187163
05/18/22 16:00,0.0031341463
05/18/22 17:00,0.014744151
05/18/22 18:00,-0.005745826
05/18/22 19:00,0.042167768
05/18/22 20:00,-0.012396423
05/18/22 21:00,0.37696868
05/18/22 22:00,0.4581445
05/18/22 23:00,0.5978618
