datetime,HVAC
08/24/22 0:00,0.020021603
08/24/22 1:00,0.015783042
08/24/22 2:00,-0.065225795
08/24/22 3:00,-0.009086579
08/24/22 4:00,0.009689003
08/24/22 5:00,0.08694712
08/24/22 6:00,0.57512295
08/24/22 7:00,0.3096173
08/24/22 8:00,0.3712138
08/24/22 9:00,-0.04940404
08/24/22 10:00,-0.0056695044
08/24/22 11:00,-0.0104741305
08/24/22 12:00,0.007772701
08/24/22 13:00,0.004088111
08/24/22 14:00,-0.031691767
08/24/22 15:00,0.015337117
08/24/22 16:00,0.48946896
08/24/22 17:00,0.638629
08/24/22 18:00,0.64171684
08/24/22 19:00,0.38026094
08/24/22 20:00,0.14365329
08/24/22 21:00,-0.003727913
08/24/22 22:00,-0.0112574175
08/24/22 23:00,-0.018342419
