# file...... GLM_Files/OutPut_of_glm/HVACs/Home_6_HVAC_V__1_randomseed_1_2021_1.csv
# date...... Wed Jun 28 17:17:19 2023
# user...... rahman
# host...... (null)
# target.... house 165
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,hvac_load,energy,heating_setpoint,cooling_setpoint,mass_temperature, air_temperature,outdoor_temperature,system_mode,thermostat_deadband,aux_heat_deadband,floor_area,number_of_doors,number_of_stories,window_wall_ratio, heating_COP, cooling_COP,aux_heat_temperature_lockout
2021-05-13 00:00:00 PDT,+0,+0+0i,+72,+79,+72.4135,+72.4135,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:01:00 PDT,+0,+0+0i,+72,+79,+72.4113,+72.2421,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:02:00 PDT,+0,+0+0i,+72,+79,+72.4029,+72.0972,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:03:00 PDT,+0,+0+0i,+72,+79,+72.3896,+71.9735,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:04:00 PDT,+0,+0+0i,+72,+79,+72.3722,+71.8671,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:05:00 PDT,+0,+0+0i,+72,+79,+72.3516,+71.7748,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:06:00 PDT,+0,+0+0i,+72,+79,+72.3284,+71.6937,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:07:00 PDT,+0,+0+0i,+72,+79,+72.303,+71.6219,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:08:00 PDT,+0,+0+0i,+72,+79,+72.276,+71.5575,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:09:00 PDT,+0,+0+0i,+72,+79,+72.2476,+71.4991,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:10:00 PDT,+0,+0+0i,+72,+79,+72.2182,+71.4456,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:11:00 PDT,+0,+0+0i,+72,+79,+72.1878,+71.3961,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:12:00 PDT,+0,+0+0i,+72,+79,+72.1568,+71.3498,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:13:00 PDT,+0,+0+0i,+72,+79,+72.1252,+71.3061,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:14:00 PDT,+0,+0+0i,+72,+79,+72.0932,+71.2646,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:15:00 PDT,+0,+0+0i,+72,+79,+72.0608,+71.2248,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:16:00 PDT,+0,+0+0i,+72,+79,+72.0282,+71.1864,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:17:00 PDT,+0,+0+0i,+72,+79,+71.9954,+71.1492,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:18:00 PDT,+0,+0+0i,+72,+79,+71.9624,+71.1129,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:19:00 PDT,+0,+0+0i,+72,+79,+71.9293,+71.0774,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:20:00 PDT,+0,+0+0i,+72,+79,+71.8961,+71.0425,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:21:00 PDT,+0,+0+0i,+72,+79,+71.8629,+71.0082,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:22:00 PDT,+4.73591,+0.0591989+0i,+72,+79,+71.8375,+71.488,+50.002,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:23:00 PDT,+4.73591,+0.138131+0i,+72,+79,+71.8364,+72.0466,+50.002,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:24:00 PDT,+4.73591,+0.217063+0i,+72,+79,+71.8557,+72.5181,+50.002,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:25:00 PDT,+4.73591,+0.295995+0i,+72,+79,+71.8916,+72.9191,+50.002,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:26:00 PDT,+0,+0.314412+0i,+72,+79,+71.9324,+72.7385,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:27:00 PDT,+0,+0.314412+0i,+72,+79,+71.9597,+72.4455,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:28:00 PDT,+0,+0.314412+0i,+72,+79,+71.9753,+72.2021,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:29:00 PDT,+0,+0.314412+0i,+72,+79,+71.9814,+71.9989,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:30:00 PDT,+0,+0.314412+0i,+72,+79,+71.9799,+71.8283,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:31:00 PDT,+0,+0.314412+0i,+72,+79,+71.9723,+71.684,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:32:00 PDT,+0,+0.314412+0i,+72,+79,+71.9596,+71.561,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:33:00 PDT,+0,+0.314412+0i,+72,+79,+71.943,+71.4553,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:34:00 PDT,+0,+0.314412+0i,+72,+79,+71.9231,+71.3636,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:35:00 PDT,+0,+0.314412+0i,+72,+79,+71.9005,+71.2832,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:36:00 PDT,+0,+0.314412+0i,+72,+79,+71.8759,+71.2121,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:37:00 PDT,+0,+0.314412+0i,+72,+79,+71.8496,+71.1483,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:38:00 PDT,+0,+0.314412+0i,+72,+79,+71.8219,+71.0906,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:39:00 PDT,+0,+0.314412+0i,+72,+79,+71.7932,+71.0378,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:40:00 PDT,+4.73591,+0.331514+0i,+72,+79,+71.7642,+71.1442,+50.002,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:41:00 PDT,+4.73591,+0.410446+0i,+72,+79,+71.7533,+71.7455,+50.002,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:42:00 PDT,+4.73591,+0.489378+0i,+72,+79,+71.7647,+72.2517,+50.002,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:43:00 PDT,+4.73591,+0.56831+0i,+72,+79,+71.7941,+72.6806,+50.002,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:44:00 PDT,+0,+0.636717+0i,+72,+79,+71.8378,+72.951,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:45:00 PDT,+0,+0.636717+0i,+72,+79,+71.8763,+72.6109,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:46:00 PDT,+0,+0.636717+0i,+72,+79,+71.901,+72.3294,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:47:00 PDT,+0,+0.636717+0i,+72,+79,+71.9145,+72.0954,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:48:00 PDT,+0,+0.636717+0i,+72,+79,+71.919,+71.8999,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:49:00 PDT,+0,+0.636717+0i,+72,+79,+71.9161,+71.7354,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:50:00 PDT,+0,+0.636717+0i,+72,+79,+71.9074,+71.5961,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:51:00 PDT,+0,+0.636717+0i,+72,+79,+71.894,+71.4773,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:52:00 PDT,+0,+0.636717+0i,+72,+79,+71.8766,+71.3749,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:53:00 PDT,+0,+0.636717+0i,+72,+79,+71.8562,+71.2859,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:54:00 PDT,+0,+0.636717+0i,+72,+79,+71.8333,+71.2078,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:55:00 PDT,+0,+0.636717+0i,+72,+79,+71.8084,+71.1384,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:56:00 PDT,+0,+0.636717+0i,+72,+79,+71.7819,+71.0762,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:57:00 PDT,+0,+0.636717+0i,+72,+79,+71.7541,+71.0197,+50.002,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:58:00 PDT,+4.73591,+0.685392+0i,+72,+79,+71.7306,+71.395,+50.002,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 00:59:00 PDT,+4.73591,+0.764324+0i,+72,+79,+71.73,+71.9523,+50.002,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:00:00 PDT,+4.6889,+0.843256+0i,+72,+79,+71.7498,+72.4228,+48.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:01:00 PDT,+4.6889,+0.921404+0i,+72,+79,+71.7856,+72.8013,+48.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:02:00 PDT,+0,+0.968293+0i,+72,+79,+71.8316,+72.8496,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:03:00 PDT,+0,+0.968293+0i,+72,+79,+71.8664,+72.5158,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:04:00 PDT,+0,+0.968293+0i,+72,+79,+71.8878,+72.2392,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:05:00 PDT,+0,+0.968293+0i,+72,+79,+71.8983,+72.0088,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:06:00 PDT,+0,+0.968293+0i,+72,+79,+71.9001,+71.8158,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:07:00 PDT,+0,+0.968293+0i,+72,+79,+71.8947,+71.6532,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:08:00 PDT,+0,+0.968293+0i,+72,+79,+71.8836,+71.515,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:09:00 PDT,+0,+0.968293+0i,+72,+79,+71.8679,+71.3967,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:10:00 PDT,+0,+0.968293+0i,+72,+79,+71.8484,+71.2946,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:11:00 PDT,+0,+0.968293+0i,+72,+79,+71.8259,+71.2054,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:12:00 PDT,+0,+0.968293+0i,+72,+79,+71.801,+71.1268,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:13:00 PDT,+0,+0.968293+0i,+72,+79,+71.7742,+71.0568,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:14:00 PDT,+4.6889,+0.976108+0i,+72,+79,+71.7459,+71.0646,+48.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:15:00 PDT,+4.6889,+1.05426+0i,+72,+79,+71.7323,+71.654,+48.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:16:00 PDT,+4.6889,+1.1324+0i,+72,+79,+71.7407,+72.1496,+48.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:17:00 PDT,+4.6889,+1.21055+0i,+72,+79,+71.7668,+72.5693,+48.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:18:00 PDT,+4.6889,+1.2887+0i,+72,+79,+71.8073,+72.9275,+48.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:19:00 PDT,+0,+1.30563+0i,+72,+79,+71.851,+72.7114,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:20:00 PDT,+0,+1.30563+0i,+72,+79,+71.88,+72.402,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:21:00 PDT,+0,+1.30563+0i,+72,+79,+71.8968,+72.1451,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:22:00 PDT,+0,+1.30563+0i,+72,+79,+71.9035,+71.9307,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:23:00 PDT,+0,+1.30563+0i,+72,+79,+71.9022,+71.7506,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:24:00 PDT,+0,+1.30563+0i,+72,+79,+71.8944,+71.5984,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:25:00 PDT,+0,+1.30563+0i,+72,+79,+71.8813,+71.4688,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:26:00 PDT,+0,+1.30563+0i,+72,+79,+71.864,+71.3574,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:27:00 PDT,+0,+1.30563+0i,+72,+79,+71.8432,+71.2607,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:28:00 PDT,+0,+1.30563+0i,+72,+79,+71.8197,+71.1761,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:29:00 PDT,+0,+1.30563+0i,+72,+79,+71.794,+71.1011,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:30:00 PDT,+0,+1.30563+0i,+72,+79,+71.7664,+71.0341,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:31:00 PDT,+4.6889,+1.3408+0i,+72,+79,+71.7403,+71.2832,+48.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:32:00 PDT,+4.6889,+1.41895+0i,+72,+79,+71.7349,+71.8378,+48.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:33:00 PDT,+4.6889,+1.4971+0i,+72,+79,+71.7499,+72.3051,+48.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:34:00 PDT,+4.6889,+1.57524+0i,+72,+79,+71.7813,+72.702,+48.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:35:00 PDT,+0,+1.64428+0i,+72,+79,+71.8259,+72.959,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:36:00 PDT,+0,+1.64428+0i,+72,+79,+71.865,+72.6074,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:37:00 PDT,+0,+1.64428+0i,+72,+79,+71.8897,+72.3163,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:38:00 PDT,+0,+1.64428+0i,+72,+79,+71.903,+72.0742,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:39:00 PDT,+0,+1.64428+0i,+72,+79,+71.9069,+71.8717,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:40:00 PDT,+0,+1.64428+0i,+72,+79,+71.9034,+71.7014,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:41:00 PDT,+0,+1.64428+0i,+72,+79,+71.8937,+71.557,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:42:00 PDT,+0,+1.64428+0i,+72,+79,+71.8791,+71.4337,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:43:00 PDT,+0,+1.64428+0i,+72,+79,+71.8606,+71.3274,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:44:00 PDT,+0,+1.64428+0i,+72,+79,+71.8389,+71.2349,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:45:00 PDT,+0,+1.64428+0i,+72,+79,+71.8146,+71.1537,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:46:00 PDT,+0,+1.64428+0i,+72,+79,+71.7882,+71.0815,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:47:00 PDT,+0,+1.64428+0i,+72,+79,+71.7602,+71.0166,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:48:00 PDT,+4.6889,+1.70028+0i,+72,+79,+71.7379,+71.4403,+48.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:49:00 PDT,+4.6889,+1.77843+0i,+72,+79,+71.7382,+71.97,+48.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:50:00 PDT,+4.6889,+1.85658+0i,+72,+79,+71.7579,+72.4173,+48.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:51:00 PDT,+4.6889,+1.93473+0i,+72,+79,+71.7932,+72.7979,+48.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:52:00 PDT,+0,+1.98292+0i,+72,+79,+71.839,+72.8589,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:53:00 PDT,+0,+1.98292+0i,+72,+79,+71.8739,+72.5248,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:54:00 PDT,+0,+1.98292+0i,+72,+79,+71.8953,+72.2479,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:55:00 PDT,+0,+1.98292+0i,+72,+79,+71.9059,+72.0173,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:56:00 PDT,+0,+1.98292+0i,+72,+79,+71.9076,+71.8241,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:57:00 PDT,+0,+1.98292+0i,+72,+79,+71.9023,+71.6612,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:58:00 PDT,+0,+1.98292+0i,+72,+79,+71.8912,+71.523,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 01:59:00 PDT,+0,+1.98292+0i,+72,+79,+71.8755,+71.4046,+48.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:00:00 PDT,+0,+1.98292+0i,+72,+79,+71.856,+71.3023,+39.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:01:00 PDT,+0,+1.98292+0i,+72,+79,+71.8321,+71.1422,+39.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:02:00 PDT,+0,+1.98292+0i,+72,+79,+71.8032,+71.0035,+39.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:03:00 PDT,+4.33412,+2.05275+0i,+72,+79,+71.781,+71.4197,+39.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:04:00 PDT,+4.33412,+2.12498+0i,+72,+79,+71.7755,+71.7848,+39.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:05:00 PDT,+4.33412,+2.19722+0i,+72,+79,+71.7835,+72.0922,+39.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:06:00 PDT,+4.33412,+2.26945+0i,+72,+79,+71.8024,+72.3529,+39.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:07:00 PDT,+4.33412,+2.34169+0i,+72,+79,+71.8301,+72.5759,+39.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:08:00 PDT,+4.33412,+2.41392+0i,+72,+79,+71.8649,+72.7682,+39.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:09:00 PDT,+4.33412,+2.48616+0i,+72,+79,+71.9055,+72.9357,+39.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:10:00 PDT,+0,+2.51626+0i,+72,+79,+71.9467,+72.7484,+39.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:11:00 PDT,+0,+2.51626+0i,+72,+79,+71.9722,+72.3766,+39.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:12:00 PDT,+0,+2.51626+0i,+72,+79,+71.9832,+72.0664,+39.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:13:00 PDT,+0,+2.51626+0i,+72,+79,+71.9824,+71.8061,+39.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:14:00 PDT,+0,+2.51626+0i,+72,+79,+71.9722,+71.5863,+39.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:15:00 PDT,+0,+2.51626+0i,+72,+79,+71.9544,+71.3992,+39.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:16:00 PDT,+0,+2.51626+0i,+72,+79,+71.9304,+71.2385,+39.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:17:00 PDT,+0,+2.51626+0i,+72,+79,+71.9014,+71.0994,+39.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:18:00 PDT,+4.33412,+2.5295+0i,+72,+79,+71.8688,+71.0864,+39.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:19:00 PDT,+4.33412,+2.60174+0i,+72,+79,+71.848,+71.5164,+39.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:20:00 PDT,+4.33412,+2.67397+0i,+72,+79,+71.8435,+71.8763,+39.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:21:00 PDT,+4.33412,+2.74621+0i,+72,+79,+71.8523,+72.1795,+39.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:22:00 PDT,+4.33412,+2.81844+0i,+72,+79,+71.8719,+72.4369,+39.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:23:00 PDT,+4.33412,+2.89068+0i,+72,+79,+71.9002,+72.657,+39.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:24:00 PDT,+4.33412,+2.96291+0i,+72,+79,+71.9354,+72.8471,+39.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:25:00 PDT,+0,+3.03033+0i,+72,+79,+71.9762,+72.9728,+39.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:26:00 PDT,+0,+3.03033+0i,+72,+79,+72.0088,+72.5704,+39.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:27:00 PDT,+0,+3.03033+0i,+72,+79,+72.0255,+72.2354,+39.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:28:00 PDT,+0,+3.03033+0i,+72,+79,+72.0293,+71.9551,+39.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:29:00 PDT,+0,+3.03033+0i,+72,+79,+72.0229,+71.719,+39.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:30:00 PDT,+0,+3.03033+0i,+72,+79,+72.008,+71.5187,+39.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:31:00 PDT,+0,+3.03033+0i,+72,+79,+71.9864,+71.3474,+39.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:32:00 PDT,+0,+3.03033+0i,+72,+79,+71.9593,+71.1995,+39.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:33:00 PDT,+0,+3.03033+0i,+72,+79,+71.9279,+71.0707,+39.922,OFF,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
2021-05-13 02:34:00 PDT,+4.33412,+3.05802+0i,+72,+79,+71.8946,+71.1811,+39.922,HEAT,+2,+2,+1750,+4,+1,+0.0632528,+2,+4,+10
