datetime,Net_Total,UnControlAble_load,HVAC,WaterHeter,Dishwasher
09/08/22 0:00,1.5216999999999972,0.9975353829383822,0.5241646,0.0,0.0
09/08/22 1:00,1.069899999999994,0.11959555139541034,0.95030445,0.0,0.0
09/08/22 2:00,1.4142000000000117,0.21513097686768745,1.199069,0.0,0.0
09/08/22 3:00,1.227,0.30037164878845224,0.92662835,0.0,0.0
09/08/22 4:00,1.6078999999999941,0.5320626262664736,1.0758374,0.0,0.0
09/08/22 5:00,1.6706999999999972,0.7111478311538668,0.95955217,0.0,0.0
09/08/22 6:00,1.6616000000000057,0.3817424837112484,1.2798575,0.0,0.0
09/08/22 7:00,4.400899999999994,3.362785333061212,1.0381147,0.0,0.0
09/08/22 8:00,2.3926000000000056,1.5537963510513362,0.83880365,0.0,0.0
09/08/22 9:00,2.057,1.4462961144447326,0.6107039,0.0,0.0
09/08/22 10:00,1.426,0.8711627135276794,0.5548373,0.0,0.0
09/08/22 11:00,0.8758000000000029,0.798350931572917,0.07744907,0.0,0.0
09/08/22 12:00,0.9147999999999884,0.9147999999999884,0.0,0.0,0.0
09/08/22 13:00,1.0874000000000088,1.0874000000000088,0.0,0.0,0.0
09/08/22 14:00,1.0885999999999914,1.077432496106616,0.011167504,0.0,0.0
09/08/22 15:00,1.0886000000000058,1.0475366279542504,0.041063372,0.0,0.0
09/08/22 16:00,1.0886000000000058,1.0493816785574017,0.03921832,0.0,0.0
09/08/22 17:00,1.0886999999999971,0.9892978330969782,0.09940217,0.0,0.0
09/08/22 18:00,0.4398000000000029,0.4398000000000029,0.0,0.0,0.0
09/08/22 19:00,3.959899999999994,3.959899999999994,0.0,0.0,0.0
09/08/22 20:00,4.127,4.116690065383911,0.010309935,0.0,0.0
09/08/22 21:00,0.66,0.66,0.0,0.0,0.0
09/08/22 22:00,0.44,0.44,0.0,0.0,0.0
09/08/22 23:00,1.49,1.49,0.0,0.0,0.0
