datetime,Net_Total,HVAC
02/08/22 0:00,2.632,1.5896056
02/08/22 1:00,2.237,1.8791431
02/08/22 2:00,1.866,1.6397127
02/08/22 3:00,2.198,1.9102658
02/08/22 4:00,2.107,1.6691322
02/08/22 5:00,2.296,1.7716781
02/08/22 6:00,2.018,1.5799496
02/08/22 7:00,4.627,1.4066668
02/08/22 8:00,2.991,1.4122108
02/08/22 9:00,2.727,1.4049221
02/08/22 10:00,2.111,1.3809203
02/08/22 11:00,1.807,1.0630665
02/08/22 12:00,1.953,0.716549
02/08/22 13:00,1.846,0.7934019
02/08/22 14:00,1.556,0.50287527
02/08/22 15:00,1.458,0.30116487
02/08/22 16:00,1.62,0.4958389
02/08/22 17:00,1.891,0.7868677
02/08/22 18:00,1.465,0.95069706
02/08/22 19:00,5.2,1.1662161
02/08/22 20:00,5.478,1.259834
02/08/22 21:00,1.851,1.2543455
02/08/22 22:00,1.709,1.2504691
02/08/22 23:00,2.85,1.3156052
