datetime,HVAC
08/24/22 0:00,0.02246646
08/24/22 1:00,-0.0031219572
08/24/22 2:00,0.04374513
08/24/22 3:00,-0.016658068
08/24/22 4:00,-0.003998816
08/24/22 5:00,0.03853561
08/24/22 6:00,0.017041638
08/24/22 7:00,0.019969389
08/24/22 8:00,0.01827392
08/24/22 9:00,0.010035127
08/24/22 10:00,0.02105011
08/24/22 11:00,0.0014620349
08/24/22 12:00,0.0013978854
08/24/22 13:00,-0.05830846
08/24/22 14:00,0.23119347
08/24/22 15:00,0.64300376
08/24/22 16:00,0.48673666
08/24/22 17:00,0.6386085
08/24/22 18:00,0.64614743
08/24/22 19:00,0.52391994
08/24/22 20:00,0.2782636
08/24/22 21:00,0.119598724
08/24/22 22:00,0.02112779
08/24/22 23:00,-0.008392196
