datetime,Net_Total,UnControlAble_load,HVAC,WaterHeter,Dishwasher
09/08/22 0:00,2.2775,0.20729097366332994,2.070209,0.0,0.0
09/08/22 1:00,3.428100000000006,0.25652040061951276,3.1715796,0.0,0.0
09/08/22 2:00,4.036699999999997,0.5707027809143037,3.4659972,0.0,0.0
09/08/22 3:00,3.513,0.15940402793884267,3.353596,0.0,0.0
09/08/22 4:00,4.627,0.4554368515014646,4.171563,0.0,0.0
09/08/22 5:00,4.762,0.2645062561035152,4.4974937,0.0,0.0
09/08/22 6:00,7.877,4.162860776901245,3.7141392,0.0,0.0
09/08/22 7:00,7.805,3.8546773719787595,3.9503226,0.0,0.0
09/08/22 8:00,3.87,0.9116860580444337,2.958314,0.0,0.0
09/08/22 9:00,3.701,0.8477666625976563,2.8532333,0.0,0.0
09/08/22 10:00,1.556,0.5213164148330689,1.0346836,0.0,0.0
09/08/22 11:00,1.269,0.5537442030906676,0.7152558,0.0,0.0
09/08/22 12:00,0.739,0.739,0.0,0.0,0.0
09/08/22 13:00,0.412,0.412,0.0,0.0,0.0
09/08/22 14:00,0.739,0.739,0.0,0.0,0.0
09/08/22 15:00,0.412,0.2850245232582092,0.12697548,0.0,0.0
09/08/22 16:00,0.739,0.5262878611087799,0.21271214,0.0,0.0
09/08/22 17:00,0.416,0.39338221660256384,0.022617783,0.0,0.0
09/08/22 18:00,2.315,2.315,0.0,0.0,0.0
09/08/22 19:00,0.619,0.5909041213393211,0.028095879,0.0,0.0
09/08/22 20:00,0.619,0.5583703043460846,0.060629696,0.0,0.0
09/08/22 21:00,0.618,0.618,0.0,0.0,0.0
09/08/22 22:00,0.413,0.413,0.0,0.0,0.0
09/08/22 23:00,0.412,0.3643484706878662,0.04765153,0.0,0.0
