datetime,HVAC
05/18/22 0:00,2.3917985
05/18/22 1:00,3.72643
05/18/22 2:00,3.0510025
05/18/22 3:00,3.8724375
05/18/22 4:00,4.1096745
05/18/22 5:00,3.7986867
05/18/22 6:00,4.3327065
05/18/22 7:00,4.874241
05/18/22 8:00,2.2678115
05/18/22 9:00,1.7734778
05/18/22 10:00,1.1723601
05/18/22 11:00,0.46707833
05/18/22 12:00,0.0036012344
05/18/22 13:00,0.0052481443
05/18/22 14:00,-0.03353212
05/18/22 15:00,0.018133733
05/18/22 16:00,0.03787096
05/18/22 17:00,-0.20901692
05/18/22 18:00,-0.07665425
05/18/22 19:00,0.029561967
05/18/22 20:00,-0.07202491
05/18/22 21:00,0.022968426
05/18/22 22:00,1.7730703
05/18/22 23:00,2.790287
