datetime,HVAC
08/24/22 0:00,-0.035228457
08/24/22 1:00,0.094452634
08/24/22 2:00,0.10907887
08/24/22 3:00,0.300985
08/24/22 4:00,1.308317
08/24/22 5:00,1.5483998
08/24/22 6:00,2.7422066
08/24/22 7:00,1.1185616
08/24/22 8:00,0.18092972
08/24/22 9:00,-0.023561437
08/24/22 10:00,0.035007093
08/24/22 11:00,0.002121888
08/24/22 12:00,-0.00011478551
08/24/22 13:00,-0.03833068
08/24/22 14:00,-0.10269894
08/24/22 15:00,0.057951167
08/24/22 16:00,0.633523
08/24/22 17:00,0.5968361
08/24/22 18:00,0.43702435
08/24/22 19:00,0.6766394
08/24/22 20:00,0.8362211
08/24/22 21:00,0.20500019
08/24/22 22:00,0.023686364
08/24/22 23:00,0.036039554
