datetime,HVAC
04/05/22 0:00,3.9791229
04/05/22 1:00,3.2815847
04/05/22 2:00,3.9614217
04/05/22 3:00,5.009185
04/05/22 4:00,4.915356
04/05/22 5:00,4.4398437
04/05/22 6:00,4.840208
04/05/22 7:00,4.8824773
04/05/22 8:00,4.2786694
04/05/22 9:00,3.3943532
04/05/22 10:00,1.4734161
04/05/22 11:00,1.0579872
04/05/22 12:00,-0.0112422705
04/05/22 13:00,-0.07288605
04/05/22 14:00,0.038246244
04/05/22 15:00,-0.03805852
04/05/22 16:00,-0.059492886
04/05/22 17:00,0.038978934
04/05/22 18:00,0.059172243
04/05/22 19:00,0.032863826
04/05/22 20:00,-0.00011754036
04/05/22 21:00,-0.18373337
04/05/22 22:00,-0.1251919
04/05/22 23:00,-0.09260368
