datetime,Net_Total,UnControlAble_load,HVAC,WaterHeter,Dishwasher
09/08/22 0:00,2.3469000000000086,1.0554874080658045,1.2914126,0.0,0.0
09/08/22 1:00,2.913199999999997,0.10841069526672076,2.8047893,0.0,0.0
09/08/22 2:00,2.7905,0.19364579010009786,2.5968542,0.0,0.0
09/08/22 3:00,3.454,0.0,3.6541717,0.0,0.0
09/08/22 4:00,3.88,0.5656675148010253,3.3143325,0.0,0.0
09/08/22 5:00,3.694,0.48918723487854,3.2048128,0.0,0.0
09/08/22 6:00,3.683,0.13885942268371565,3.5441406,0.0,0.0
09/08/22 7:00,6.523,3.4240434150695798,3.0989566,0.0,0.0
09/08/22 8:00,4.171,1.3187878093719485,2.8522122,0.0,0.0
09/08/22 9:00,3.146,1.1065212211608886,2.0394788,0.0,0.0
09/08/22 10:00,1.611,0.5440400228500366,1.06696,0.0,0.0
09/08/22 11:00,1.26,0.9306611812114716,0.32933882,0.0,0.0
09/08/22 12:00,1.203,1.1445052235126496,0.058494776,0.0,0.0
09/08/22 13:00,1.019,1.019,0.0,0.0,0.0
09/08/22 14:00,1.019,1.019,0.0,0.0,0.0
09/08/22 15:00,1.018,0.908896737575531,0.10910326,0.0,0.0
09/08/22 16:00,1.02,0.9166587483882904,0.10334125,0.0,0.0
09/08/22 17:00,1.018,1.018,0.0,0.0,0.0
09/08/22 18:00,0.406,0.406,0.0,0.0,0.0
09/08/22 19:00,3.908,3.837181173443794,0.07081883,0.0,0.0
09/08/22 20:00,3.679,3.679,0.0,0.0,0.0
09/08/22 21:00,0.609,0.609,0.0,0.0,0.0
09/08/22 22:00,0.405,0.405,0.0,0.0,0.0
09/08/22 23:00,1.456,1.4513801333904266,0.0046198666,0.0,0.0
