datetime,Net_Total,UnControlAble_load,ControlAble_load,HVAC,WaterHeter,Dishwasher
05/15/22 0:00,0.7861999999999971,0.7861999999999971,0.0,0.0,0.0,0.0
05/15/22 1:00,0.393,0.393,0.0,0.0,0.0,0.0
05/15/22 2:00,0.39310000000000583,0.3564496254682599,0.03665037453174591,0.036650375,0.0,0.0
05/15/22 3:00,0.7478000000000029,0.4076148047924071,0.3401851952075958,0.3401852,0.0,0.0
05/15/22 4:00,1.8773999999999942,0.8205729316711368,1.0568270683288574,1.0568271,0.0,0.0
05/15/22 5:00,1.919300000000003,0.7535212438583403,1.1657787561416626,1.1657788,0.0,0.0
05/15/22 6:00,1.9296000000000058,0.793428897476202,1.1361711025238037,1.1361711,0.0,0.0
05/15/22 7:00,2.1018999999999943,1.1062052434921208,0.9956947565078735,0.99569476,0.0,0.0
05/15/22 8:00,4.3625,4.3625,0.0,0.0,0.0,0.0
05/15/22 9:00,2.758,2.758,0.0,0.0,0.0,0.0
05/15/22 10:00,0.787,0.7674371669888497,0.01956283301115036,0.019562833,0.0,0.0
05/15/22 11:00,0.786,0.786,0.0,0.0,0.0,0.0
05/15/22 12:00,0.786,0.786,0.0,0.0,0.0,0.0
05/15/22 13:00,0.786,0.786,0.0,0.0,0.0,0.0
05/15/22 14:00,0.786,0.7785525784492493,0.007447421550750732,0.0074474216,0.0,0.0
05/15/22 15:00,2.587,1.2508996601104738,1.3361003398895264,1.3361003,0.0,0.0
05/15/22 16:00,2.124,0.7178842296600343,1.4061157703399658,1.4061158,0.0,0.0
05/15/22 17:00,2.382,1.3269238777160646,1.0550761222839355,1.0550761,0.0,0.0
05/15/22 18:00,4.32,2.9614935588836673,1.358506441116333,1.3585064,0.0,0.0
05/15/22 19:00,6.143,4.247023456573486,1.8959765434265137,1.8959765,0.0,0.0
05/15/22 20:00,2.21,1.16466148853302,1.04533851146698,1.0453385,0.0,0.0
05/15/22 21:00,2.069,1.1168777885437011,0.9521222114562988,0.9521222,0.0,0.0
05/15/22 22:00,0.786,0.786,0.0,0.0,0.0,0.0
05/15/22 23:00,0.786,0.786,0.0,0.0,0.0,0.0
