datetime,Net_Total,UnControlAble_load,ControlAble_load,HVAC,WaterHeter,Dishwasher
05/15/22 0:00,0.30109999999999854,0.2674060605525956,0.033693939447402954,0.03369394,0.0,0.0
05/15/22 1:00,0.15059999999999854,0.15059999999999854,0.0,0.0,0.0,0.0
05/15/22 2:00,0.31490000000000146,0.09312908759117272,0.22177091240882874,0.22177091,0.0,0.0
05/15/22 3:00,1.1005,0.2346941356658936,0.8658058643341064,0.86580586,0.0,0.0
05/15/22 4:00,1.152,0.24593632411956778,0.9060636758804321,0.9060637,0.0,0.0
05/15/22 5:00,1.1252000000000044,0.3591528799057051,0.7660471200942993,0.7660471,0.0,0.0
05/15/22 6:00,1.2662999999999955,0.2711853754997209,0.9951146245002747,0.9951146,0.0,0.0
05/15/22 7:00,1.3109000000000015,0.4133506688117996,0.8975493311882019,0.89754933,0.0,0.0
05/15/22 8:00,3.959199999999997,3.6448001913547485,0.3143998086452484,0.3143998,0.0,0.0
05/15/22 9:00,1.9771000000000059,1.925488949036604,0.051611050963401794,0.05161105,0.0,0.0
05/15/22 10:00,0.30109999999999854,0.30109999999999854,0.0,0.0,0.0,0.0
05/15/22 11:00,0.30109999999999854,0.24009415433406683,0.0610058456659317,0.061005846,0.0,0.0
05/15/22 12:00,0.30109999999999854,0.30109999999999854,0.0,0.0,0.0,0.0
05/15/22 13:00,0.30109999999999854,0.289684971055387,0.01141502894461155,0.011415029,0.0,0.0
05/15/22 14:00,0.301,0.301,0.0,0.0,0.0,0.0
05/15/22 15:00,0.3011000000000058,0.3011000000000058,0.0,0.0,0.0,0.0
05/15/22 16:00,0.6210999999999912,0.6210999999999912,0.0,0.0,0.0,0.0
05/15/22 17:00,1.3649000000000087,1.2851034473419276,0.07979655265808105,0.07979655,0.0,0.0
05/15/22 18:00,2.3711999999999973,2.2596356766939136,0.11156432330608368,0.11156432,0.0,0.0
05/15/22 19:00,3.792,3.2654354019165037,0.5265645980834961,0.5265646,0.0,0.0
05/15/22 20:00,0.6321999999999971,0.49248867959975906,0.13971132040023804,0.13971132,0.0,0.0
05/15/22 21:00,0.45160000000000583,0.39799054685831653,0.0536094531416893,0.053609453,0.0,0.0
05/15/22 22:00,0.30109999999999126,0.2409325979709538,0.060167402029037476,0.060167402,0.0,0.0
05/15/22 23:00,0.3011000000000058,0.20758332238197907,0.09351667761802673,0.09351668,0.0,0.0
